fid,id,lat,lon,height,name,state,fid_2,id_2,lat_2,lon_2,height_2,name_2,state_2,id_3,OBJID,BEGINN,GF,NUTS_LEVEL,NUTS_CODE,NUTS_NAME
456,1130,54.6282,9.3649,18,Eggebek Schleswig-Holstein,Frei,258,1130,54.6282,9.3649,18,Eggebek Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
457,1379,54.7737,9.3753,41,Flensburg (Schäferhaus) Schleswig-Holstein,Frei,314,1379,54.7737,9.3753,41,Flensburg (Schäferhaus) Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
458,2907,54.7903,8.9514,7,Leck Schleswig-Holstein,Frei,606,2907,54.7903,8.9514,7,Leck Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
459,1378,54.8086,9.4182,45,Flensburg Schleswig-Holstein,Frei,313,1378,54.8086,9.4182,45,Flensburg Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
460,1666,54.8273,9.5058,12,Glücksburg-Meierwik Schleswig-Holstein,Frei,372,1666,54.8273,9.5058,12,Glücksburg-Meierwik Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
461,3032,55.011,8.4125,25,List auf Sylt Schleswig-Holstein,Frei,637,3032,55.011,8.4125,25,List auf Sylt Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
462,3086,53.8025,10.6989,15,Lübeck-Blankensee Schleswig-Holstein,Frei,649,3086,53.8025,10.6989,15,Lübeck-Blankensee Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
463,3538,54.0833,9.9333,20,Neumünster-Wasbek Schleswig-Holstein,Frei,,,,,,,,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
464,3897,54.0893,10.8773,2,Pelzerhaken Schleswig-Holstein,Frei,809,3897,54.0893,10.8773,2,Pelzerhaken Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
465,4026,54.5,11.2167,1,Puttgarden Schleswig-Holstein,Frei,,,,,,,,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
466,4156,54.2878,9.6749,8,Rendsburg Schleswig-Holstein,Frei,850,4156,54.2878,9.6749,8,Rendsburg Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
467,4320,54.0934,10.2223,36,Ruhwinkel Schleswig-Holstein,Frei,878,4320,54.0934,10.2223,36,Ruhwinkel Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
468,4393,54.3279,8.6031,5,Sankt Peter-Ording Schleswig-Holstein,Frei,901,4393,54.3279,8.6031,5,Sankt Peter-Ording Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
469,4466,54.5275,9.5487,43,Schleswig Schleswig-Holstein,Frei,916,4466,54.5275,9.5487,43,Schleswig Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
470,4629,54.5166,9.142,37,Schwesing Schleswig-Holstein,Frei,954,4629,54.5166,9.142,37,Schwesing Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
471,4896,54.6654,9.805,40,Wagersrott Schleswig-Holstein,Frei,993,4896,54.6654,9.805,40,Wagersrott Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
472,5280,53.9224,10.2267,33,Wittenborn Schleswig-Holstein,Frei,1064,5280,53.9224,10.2267,33,Wittenborn Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
473,5516,54.5283,11.0606,3,Fehmarn Schleswig-Holstein,Frei,1111,5516,54.5283,11.0606,3,Fehmarn Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
474,5930,54.641,10.0238,1,Schönhagen (Ostseebad) Schleswig-Holstein,Frei,1179,5930,54.641,10.0238,1,Schönhagen (Ostseebad) Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
475,6105,54.3194,9.8051,15,Ostenfeld (Rendsburg) Schleswig-Holstein,Frei,1193,6105,54.3194,9.8051,15,Ostenfeld (Rendsburg) Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
476,6163,54.1654,10.3519,27,Dörnick Schleswig-Holstein,Frei,1205,6163,54.1654,10.3519,27,Dörnick Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
477,4039,53.7331,9.8776,11,Quickborn Schleswig-Holstein,Frei,835,4039,53.7331,9.8776,11,Quickborn Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
478,52,53.6623,10.199,46,Ahrensburg-Wulfsdorf Schleswig-Holstein,Frei,5,52,53.6623,10.199,46,Ahrensburg-Wulfsdorf Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
479,1736,53.5731,10.6797,26,Grambek Schleswig-Holstein,Frei,382,1736,53.5731,10.6797,26,Grambek Schleswig-Holstein,Frei,15,DEBKGNU2000000DK,2025/01/04 00:00:00,4,1,DEF,Schleswig-Holstein
480,2503,50.6266,10.1455,487,Kaltennordheim Thüringen,Frei,528,2503,50.6266,10.1455,487,Kaltennordheim Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
481,2925,51.3932,10.3123,356,Leinefelde Thüringen,Frei,611,2925,51.3932,10.3123,356,Leinefelde Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
482,3231,50.5611,10.3771,450,Meiningen Thüringen,Frei,681,3231,50.5611,10.3771,450,Meiningen Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
483,7368,51.0007,10.3621,312,Eisenach Thüringen,Frei,1272,7368,51.0007,10.3621,312,Eisenach Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
484,4501,50.6545,10.7696,938,Schmücke Thüringen,Frei,929,4501,50.6545,10.7696,938,Schmücke Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
485,3204,50.7335,10.8815,429,Martinroda Thüringen,Frei,673,3204,50.7335,10.8815,429,Martinroda Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
486,1270,50.9827,10.9613,317,Erfurt-Weimar Thüringen,Frei,288,1270,50.9827,10.9613,317,Erfurt-Weimar Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
487,1493,50.4788,11.0159,793,Friedrichshöhe,Thüringen,342,1493,50.4788,11.0159,793,Friedrichshöhe,Thüringen,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
488,3513,50.5003,11.1345,845,Neuhaus am Rennweg Thüringen,Frei,734,3513,50.5003,11.1345,845,Neuhaus am Rennweg Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
489,198,51.3744,11.292,164,Artern Thüringen,Frei,46,198,51.3744,11.292,164,Artern Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
490,2302,50.9632,11.4847,317,Hohlstedt-Kötschau Thüringen,Frei,479,2302,50.9632,11.4847,317,Hohlstedt-Kötschau Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
491,2444,50.9251,11.583,155,Jena (Sternwarte) Thüringen,Frei,510,2444,50.9251,11.583,155,Jena (Sternwarte) Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
492,4464,50.5679,11.8041,501,Schleiz Thüringen,Frei,915,4464,50.5679,11.8041,501,Schleiz Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
493,1612,50.8812,12.1289,311,Gera-Leumnitz Thüringen,Frei,364,1612,50.8812,12.1289,311,Gera-Leumnitz Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
494,4752,50.3746,11.1828,626,Sonneberg-Neufang Thüringen,Frei,976,4752,50.3746,11.1828,626,Sonneberg-Neufang Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
495,5419,50.9751,11.3076,264,Weimar Thüringen,Frei,1091,5419,50.9751,11.3076,264,Weimar Thüringen,Frei,16,DEBKGNU2000000DL,2025/01/04 00:00:00,4,1,DEG,Thüringen
496,1490,47.6454,9.4795,394,Friedrichshafen Baden-Württemberg,Frei,340,1490,47.6454,9.4795,394,Friedrichshafen Baden-Württemberg,Frei,,,,,,,
