"Year","named_location","group","State","lat","lon","n_site_yr","spread_flower_site_yr","pseudoR2_gau","badfit_gau","beta0_gau","beta1_gau","beta2_gau","AIC_gau","R2_lm","beta0_lm","beta1_lm","beta1_lm_sig","AIC_lm","preferred_mod","mod_for_cens","higher_R2","AIC_delta","n_predictors","site_yr","decade","subset"
2022,"Moorhead_USDA","Moorhead_USDA","MN",46.9205,-96.6707,41,17,0.3539,"FALSE",-374.61249751,3.60650313,-0.00850239,604.1503,0.0083,6.6182,0.0055,0.6117,619.7169,"gaussian","gauss","gaussian",-15.5666,2,"2022_Moorhead_USDA","6","all_exactloc"
2023,"Moorhead_USDA","Moorhead_USDA","MN",46.9205,-96.6707,42,13,0.1268,"FALSE",-268.71224458,2.51234153,-0.00569996,644.6259,0.0542,4.2092,0.0177,0.1615,645.9817,"gaussian","gauss","gaussian",-1.35580000000004,2,"2023_Moorhead_USDA","6","all_exactloc"
1978,"Morris_WCROC","Morris_WCROC","MN",45.5935,-95.874,48,13,0.1099,"TRUE",38.83156463,-0.2737421,0.00060012,607.9329,0.1017,9.43,-0.0081,0.028,606.3753,"linear","linear","gaussian",1.55759999999998,2,"1978_Morris_WCROC","1","all_exactloc"
2012,"Onida_10","Onida_10","SD",44.7056,-100.0655,59,10,0.0059,"FALSE",-42.90288885,0.45047385,-0.00100328,830.9664,0.0043,6.6267,0.0046,0.6253,829.0655,"linear","gauss","gaussian",1.90089999999998,2,"2012_Onida_10","5","all_exactloc"
2013,"Onida_11","Onida_11","SD",44.7056,-100.0655,51,9,0.0171,"FALSE",-189.32551077,1.70961652,-0.00371336,744.0243,0.0096,5.265,0.0095,0.4984,742.4134,"linear","gauss","gaussian",1.61090000000002,2,"2013_Onida_11","5","all_exactloc"
2014,"Onida_12","Onida_12","SD",44.7056,-100.0655,52,11,0.0705,"FALSE",-95.75114208,0.91330631,-0.00201292,752.609,0.0614,4.4563,0.015,0.0788,751.1147,"linear","gauss","gaussian",1.49430000000007,2,"2014_Onida_12","5","all_exactloc"
2015,"Onida_13","Onida_13","SD",44.7056,-100.0655,50,31,0.0513,"FALSE",-6.60792686,0.13522384,-0.00032336,677.687,0.017,8.0281,-0.0025,0.3682,677.4608,"linear","gauss","gaussian",0.226200000000063,2,"2015_Onida_13","5","all_exactloc"
2001,"Onida_18","Onida_18","SD",44.7056,-100.0655,49,8,0.0961,"FALSE",-248.65087756,2.32679673,-0.00527683,679.6358,0.0373,5.905,0.0087,0.1898,680.7226,"gaussian","gauss","gaussian",-1.08680000000004,2,"2001_Onida_18","4","all_exactloc"
1992,"Onida_3","Onida_3","SD",44.7056,-100.0655,36,12,0.1148,"TRUE",145.8865201,-1.17531981,0.00248359,467.6617,0.0992,11.7416,-0.0209,0.0553,466.2887,"linear","exclude","gaussian",1.37299999999999,2,"1992_Onida_3","3","all_exactloc"
2003,"Onida_4","Onida_4","SD",44.7056,-100.0655,54,10,0.0128,"TRUE",73.52753569,-0.59058295,0.00131971,726.1084,0.0094,6.2796,0.0053,0.485,724.2975,"linear","exclude","gaussian",1.81089999999995,2,"2003_Onida_4","4","all_exactloc"
2008,"Onida_6","Onida_6","SD",44.7056,-100.0655,63,11,0.122,"FALSE",-241.69949279,2.1734806,-0.00473917,859.1529,0.0806,3.6461,0.0168,0.0263,860.0557,"gaussian","gauss","gaussian",-0.902799999999957,2,"2008_Onida_6","4","all_exactloc"
2009,"Onida_7","Onida_7","SD",44.7056,-100.0655,56,11,0.3518,"FALSE",-204.79788051,1.87676333,-0.0041438,729.6333,0.2641,12.4553,-0.021,1e-04,734.7401,"gaussian","gauss","gaussian",-5.10680000000002,2,"2009_Onida_7","4","all_exactloc"
2004,"Onida_Huse_1","Onida_Huse_1","SD",44.7056,-100.0655,60,12,0.1129,"TRUE",348.47258633,-2.98712269,0.00654062,859.3626,0.0381,4.1129,0.0146,0.1244,862.2182,"gaussian","exclude","gaussian",-2.85559999999998,2,"2004_Onida_Huse_1","4","all_exactloc"
2005,"Onida_Huse_2","Onida_Huse_2","SD",44.7056,-100.0655,80,10,0.0887,"FALSE",-31.62166618,0.33575443,-0.00071868,1069.4419,0.0878,3.6963,0.0171,0.0075,1067.5151,"linear","gauss","gaussian",1.92679999999996,2,"2005_Onida_Huse_2","4","all_exactloc"
2009,"Parsons_SARC","Parsons_SARC","KS",37.3497,-95.2841,16,7,0.2508,"FALSE",-1687.97967027,14.5176758,-0.03107658,234.4573,0.0696,0.3967,0.0302,0.3415,235.9235,"gaussian","gauss","gaussian",-1.46619999999999,2,"2009_Parsons_SARC","4","all_exactloc"
2010,"Parsons_SARC","Parsons_SARC","KS",37.3497,-95.2841,14,6,0.0714,"FALSE",-714.14053767,6.31168982,-0.01381177,182.9986,0.0085,4.867,0.0089,0.7572,181.917,"linear","gauss","gaussian",1.08160000000001,2,"2010_Parsons_SARC","5","all_exactloc"
2013,"Parsons_SARC","Parsons_SARC","KS",37.3497,-95.2841,14,6,0.36,"FALSE",-2553.38219732,22.0846651,-0.0476314,184.1556,0.1883,-10.9818,0.0753,0.1603,185.4833,"gaussian","gauss","gaussian",-1.32770000000002,2,"2013_Parsons_SARC","5","all_exactloc"
2020,"Parsons_SARC","Parsons_SARC","KS",37.3497,-95.2841,9,5,0.0651,"FALSE",-1702.15270947,13.95307546,-0.02847346,133.619,7e-04,6.2317,0.0039,0.946,132.2183,"linear","gauss","gaussian",1.4007,2,"2020_Parsons_SARC","6","all_exactloc"
2016,"Parsons_SARC","Parsons_SARC","KS",37.3497,-95.2841,10,8,0.1976,"TRUE",649.72046411,-5.08612319,0.0100561,141.7923,0.1632,18.0009,-0.045,0.2277,140.2122,"linear","exclude","gaussian",1.58010000000002,2,"2016_Parsons_SARC","5","all_exactloc"
1997,"Platte_2","Platte_2","SD",43.3869,-98.8445,44,13,0.1123,"FALSE",-31.46314234,0.34671817,-0.00076796,615.6901,0.1096,3.1765,0.0205,0.0245,613.8225,"linear","gauss","gaussian",1.86760000000004,2,"1997_Platte_2","3","all_exactloc"
2011,"Presho_2","Presho_2","SD",43.9097,-100.0587,60,7,0.0364,"FALSE",-522.93883792,4.41907988,-0.00920237,818.7496,0.0018,6.7322,0.0035,0.7479,818.8659,"gaussian","gauss","gaussian",-0.116300000000024,2,"2011_Presho_2","5","all_exactloc"
1987,"Redfield_6","Redfield_6","SD",44.8758,-98.5187,46,9,0.1697,"FALSE",-216.58964345,2.10060847,-0.00492439,669.9256,0.1628,-3.365,0.0511,0.008,668.3044,"linear","gauss","gaussian",1.62120000000004,2,"1987_Redfield_6","2","all_exactloc"
2001,"Selby_6","Selby_6","SD",45.5064,-100.0321,47,7,0.1392,"TRUE",489.61423212,-4.37203421,0.00992261,678.8457,0.0899,3.1897,0.022,0.0377,679.4645,"gaussian","linear","gaussian",-0.618800000000078,2,"2001_Selby_6","4","all_exactloc"
2003,"Selby_8","Selby_8","SD",45.5064,-100.0321,52,10,0.049,"FALSE",-494.81789957,4.47426564,-0.00996654,758.893,0.0051,8.9108,-0.0072,0.621,759.2393,"gaussian","gauss","gaussian",-0.346299999999928,2,"2003_Selby_8","4","all_exactloc"
1987,"South_Shore_6","South_Shore_6","SD",45.1058,-96.9287,56,13,0.3092,"FALSE",-66.75637146,0.69127639,-0.00160263,783.1001,0.3004,1.0605,0.0319,0,781.8138,"linear","gauss","gaussian",1.28629999999998,2,"1987_South_Shore_6","2","all_exactloc"
1988,"South_Shore_7","South_Shore_7","SD",45.1058,-96.9287,30,9,0.4127,"FALSE",-735.22582692,6.87855683,-0.01593627,362.4268,0.0119,5.5643,0.0065,0.586,376.036,"gaussian","gauss","gaussian",-13.6092,2,"1988_South_Shore_7","2","all_exactloc"
2003,"St_Lawrence_1","St_Lawrence_1","SD",44.5178,-98.9379,51,8,0.0098,"FALSE",-22.64757084,0.27001973,-0.00060355,691.3674,0.0093,6.4071,0.0052,0.5013,689.3921,"linear","gauss","gaussian",1.97529999999995,2,"2003_St_Lawrence_1","4","all_exactloc"
2007,"St_Lawrence_Bertsch_2","St_Lawrence_Bertsch_2","SD",44.5178,-98.9379,84,12,0.264,"FALSE",-98.76665055,0.92708294,-0.00201383,1240.6418,0.2613,-4.4121,0.0552,0,1238.9499,"linear","gauss","gaussian",1.69190000000003,2,"2007_St_Lawrence_Bertsch_2","4","all_exactloc"
1998,"Tribune_SREC","Tribune_SREC","KS",38.4721,-101.7724,37,14,0.0096,"FALSE",-58.49411071,0.63229819,-0.00151038,540.0983,4e-04,7.8864,-0.001,0.912,538.4412,"linear","gauss","gaussian",1.65710000000001,2,"1998_Tribune_SREC","3","all_exactloc"
1999,"Tribune_SREC","Tribune_SREC","KS",38.4721,-101.7724,41,10,0.0742,"FALSE",-222.79482905,2.18258147,-0.0051647,611.6406,0.0446,11.385,-0.017,0.2004,610.9294,"linear","gauss","gaussian",0.711199999999963,2,"1999_Tribune_SREC","3","all_exactloc"
2001,"Tribune_SREC","Tribune_SREC","KS",38.4721,-101.7724,31,9,0.2161,"TRUE",393.17627189,-3.7775809,0.00918227,324.1759,0.2047,20.321,-0.0767,0.0096,322.6245,"linear","linear","gaussian",1.5514,2,"2001_Tribune_SREC","4","all_exactloc"
2002,"Tribune_SREC","Tribune_SREC","KS",38.4721,-101.7724,26,7,0.4276,"TRUE",559.05436658,-5.40468785,0.01322399,339.2602,0.391,-8.4846,0.0746,6e-04,338.8696,"linear","linear","gaussian",0.390600000000006,2,"2002_Tribune_SREC","4","all_exactloc"
2004,"Tribune_SREC","Tribune_SREC","KS",38.4721,-101.7724,22,8,0.0808,"FALSE",-91.53056344,0.96222189,-0.00234318,305.9903,0.0791,0.1285,0.0353,0.2085,304.0326,"linear","gauss","gaussian",1.95769999999999,2,"2004_Tribune_SREC","4","all_exactloc"
1994,"Tribune_SREC","Tribune_SREC","KS",38.4721,-101.7724,33,13,0.3481,"FALSE",-423.80877598,4.02439739,-0.00939703,445.7308,0.1917,-0.9073,0.0368,0.0093,450.827,"gaussian","gauss","gaussian",-5.09620000000001,2,"1994_Tribune_SREC","3","all_exactloc"
2003,"Tribune_SREC","Tribune_SREC","KS",38.4721,-101.7724,17,8,0.051,"TRUE",390.18562526,-3.38309503,0.0074679,226.8182,5e-04,6.6306,0.0019,0.9291,225.6992,"linear","exclude","gaussian",1.119,2,"2003_Tribune_SREC","4","all_exactloc"
2005,"Tribune_SREC","Tribune_SREC","KS",38.4721,-101.7724,30,8,0.0195,"TRUE",326.93584205,-2.97817622,0.00694665,451.7472,3e-04,7.3916,0.0017,0.9288,450.329,"linear","exclude","gaussian",1.41820000000001,2,"2005_Tribune_SREC","4","all_exactloc"
2007,"Tribune_SREC","Tribune_SREC","KS",38.4721,-101.7724,38,7,0.0513,"FALSE",-590.80212365,5.33291357,-0.01189483,501.7526,0.003,5.6976,0.0054,0.7504,501.6419,"linear","gauss","gaussian",0.110699999999952,2,"2007_Tribune_SREC","4","all_exactloc"
1995,"Turton_2","Turton_2","SD",45.0497,-98.0956,81,12,0.2373,"FALSE",-27.9620814,0.28149818,-0.00054785,1122.222,0.237,-2.242,0.0441,0,1120.2574,"linear","gauss","gaussian",1.96460000000002,2,"1995_Turton_2","3","all_exactloc"
1993,"Turton_Rahn_1","Turton_Rahn_1","SD",45.0497,-98.0956,65,15,0.4344,"FALSE",-65.87929641,0.61923853,-0.00130195,892.7593,0.4287,-3.3226,0.0484,0,891.4091,"linear","gauss","gaussian",1.35020000000009,2,"1993_Turton_Rahn_1","3","all_exactloc"
1994,"Turton_Rahn_2","Turton_Rahn_2","SD",45.0497,-98.0956,65,10,0.0391,"FALSE",-139.97138979,1.39220464,-0.00329993,885.3438,0.0346,2.16,0.0224,0.148,883.6504,"linear","gauss","gaussian",1.6934,2,"1994_Turton_Rahn_2","3","all_exactloc"
1997,"Williston_REC","Williston_REC","ND",48.139,-103.7383,18,8,0.3583,"FALSE",-360.53083033,3.52818312,-0.00846009,237.1589,0.3029,13.5501,-0.03,0.0209,236.6507,"linear","gauss","gaussian",0.508199999999988,2,"1997_Williston_REC","3","all_exactloc"
1998,"Williston_REC","Williston_REC","ND",48.139,-103.7383,26,10,0.0061,"FALSE",-28.37068026,0.34216966,-0.00082563,336.4872,0.0041,7.7785,-0.0034,0.7572,334.541,"linear","gauss","gaussian",1.94619999999998,2,"1998_Williston_REC","3","all_exactloc"
1999,"Williston_REC","Williston_REC","ND",48.139,-103.7383,28,11,0.0796,"FALSE",-75.87396908,0.78096835,-0.00183823,327.3685,0.0242,6.255,0.0038,0.4344,327.0042,"linear","gauss","gaussian",0.364299999999957,2,"1999_Williston_REC","3","all_exactloc"
2001,"Williston_REC","Williston_REC","ND",48.139,-103.7383,22,12,0.0847,"TRUE",21.39252112,-0.12400843,0.00026483,286.5807,0.0843,9.6971,-0.0127,0.1859,284.5901,"linear","exclude","gaussian",1.99059999999997,2,"2001_Williston_REC","4","all_exactloc"
2002,"Williston_REC","Williston_REC","ND",48.139,-103.7383,24,10,0.2268,"FALSE",-219.50564652,2.18177871,-0.005246,310.3895,0.1346,10.6972,-0.0162,0.0818,311.092,"gaussian","gauss","gaussian",-0.702499999999986,2,"2002_Williston_REC","4","all_exactloc"
2004,"Williston_REC","Williston_REC","ND",48.139,-103.7383,42,13,0.14,"TRUE",26.41161993,-0.15380614,0.0003074,572.9904,0.1395,11.0327,-0.0163,0.0152,571.0145,"linear","linear","gaussian",1.97590000000002,2,"2004_Williston_REC","4","all_exactloc"
2005,"Williston_REC","Williston_REC","ND",48.139,-103.7383,52,11,0.0572,"FALSE",-76.88527927,0.81064928,-0.00194682,701.9127,0.0449,9.7806,-0.0109,0.1303,700.5876,"linear","gauss","gaussian",1.32510000000002,2,"2005_Williston_REC","4","all_exactloc"
2006,"Williston_REC","Williston_REC","ND",48.139,-103.7383,22,8,0.1257,"TRUE",325.5371205,-3.17469392,0.00791064,267.144,0.0125,8.1557,-0.0055,0.6141,267.8219,"gaussian","exclude","gaussian",-0.677900000000022,2,"2006_Williston_REC","4","all_exactloc"
2009,"Williston_REC","Williston_REC","ND",48.139,-103.7383,28,10,0.1481,"FALSE",-107.68658389,1.1046162,-0.00264197,404.2245,0.1289,11.4918,-0.0177,0.061,402.8471,"linear","gauss","gaussian",1.37739999999997,2,"2009_Williston_REC","4","all_exactloc"
2011,"Williston_REC","Williston_REC","ND",48.139,-103.7383,25,7,0.305,"TRUE",770.09086243,-6.95754829,0.01586182,330.5284,0.1933,-3.1584,0.047,0.0197,332.2539,"gaussian","linear","gaussian",-1.72550000000001,2,"2011_Williston_REC","5","all_exactloc"
2013,"Williston_REC","Williston_REC","ND",48.139,-103.7383,18,15,0.4287,"FALSE",-228.47881022,2.17375713,-0.00500611,246.907,0.1561,11.2517,-0.0174,0.1306,251.9316,"gaussian","gauss","gaussian",-5.02459999999999,2,"2013_Williston_REC","5","all_exactloc"
2014,"Williston_REC","Williston_REC","ND",48.139,-103.7383,17,5,0.0603,"TRUE",816.37098369,-7.86591575,0.01911941,238.9781,0.0118,5.2061,0.0106,0.6742,237.8337,"linear","exclude","gaussian",1.14440000000002,2,"2014_Williston_REC","5","all_exactloc"
2015,"Williston_REC","Williston_REC","ND",48.139,-103.7383,15,5,0.3264,"TRUE",937.67309243,-8.56132344,0.01969376,184.6206,0.1897,12.6978,-0.0251,0.1025,185.392,"gaussian","exclude","gaussian",-0.7714,2,"2015_Williston_REC","5","all_exactloc"
2016,"Williston_REC","Williston_REC","ND",48.139,-103.7383,9,5,0.022,"FALSE",-522.52658107,4.81472663,-0.01093171,136.1094,0.0061,5.5438,0.0093,0.8431,134.2547,"linear","gauss","gaussian",1.85469999999998,2,"2016_Williston_REC","5","all_exactloc"
2017,"Williston_REC","Williston_REC","ND",48.139,-103.7383,17,7,0.1593,"TRUE",181.09600613,-1.54597114,0.00345055,260.4292,0.1536,0.2829,0.0338,0.1182,258.5428,"linear","exclude","gaussian",1.88639999999998,2,"2017_Williston_REC","5","all_exactloc"
2019,"Williston_REC","Williston_REC","ND",48.139,-103.7383,17,8,0.0696,"TRUE",560.32785511,-5.08237914,0.01166999,237.1403,0.0043,8.5925,-0.0073,0.7952,236.2924,"linear","exclude","gaussian",0.84790000000001,2,"2019_Williston_REC","5","all_exactloc"
2020,"Williston_REC","Williston_REC","ND",48.139,-103.7383,18,6,0.038,"FALSE",-723.68765859,6.63675766,-0.01506401,258.153,0.0076,9.975,-0.0122,0.7368,256.7142,"linear","gauss","gaussian",1.43880000000001,2,"2020_Williston_REC","6","all_exactloc"
2021,"Williston_REC","Williston_REC","ND",48.139,-103.7383,19,8,0.0455,"FALSE",-151.47135663,1.46631257,-0.00338718,256.5827,0.0318,4.9516,0.0104,0.4713,254.8536,"linear","gauss","gaussian",1.72909999999999,2,"2021_Williston_REC","6","all_exactloc"
2022,"Williston_REC","Williston_REC","ND",48.139,-103.7383,18,10,0.3315,"TRUE",177.13781964,-1.4564909,0.00311436,230.8891,0.3092,14.8579,-0.0346,0.0132,229.4793,"linear","linear","gaussian",1.40980000000002,2,"2022_Williston_REC","6","all_exactloc"
1979,"Williston_REC","Williston_REC","ND",48.139,-103.7383,41,14,0.0727,"FALSE",-47.82116835,0.52230494,-0.00124004,467.5829,0.0083,7.5113,-0.0016,0.5747,468.3386,"gaussian","gauss","gaussian",-0.75569999999999,2,"1979_Williston_REC","1","all_exactloc"
1980,"Williston_REC","Williston_REC","ND",48.139,-103.7383,47,9,0.2581,"FALSE",-339.44219617,3.26962277,-0.00771045,618.6099,0.211,-0.3331,0.0355,0.0015,619.5024,"gaussian","gauss","gaussian",-0.892499999999927,2,"1980_Williston_REC","2","all_exactloc"
1981,"Williston_REC","Williston_REC","ND",48.139,-103.7383,52,18,0.0467,"FALSE",-21.52916904,0.27122006,-0.00064167,607.714,0.0226,6.4189,0.0034,0.2913,607.0154,"linear","gauss","gaussian",0.698600000000056,2,"1981_Williston_REC","2","all_exactloc"
1982,"Williston_REC","Williston_REC","ND",48.139,-103.7383,67,11,0.065,"FALSE",-47.3619311,0.50664343,-0.00117302,830.1119,0.0605,9.8738,-0.0116,0.046,828.434,"linear","gauss","gaussian",1.67790000000002,2,"1982_Williston_REC","2","all_exactloc"
1984,"Williston_REC","Williston_REC","ND",48.139,-103.7383,49,14,0.3218,"FALSE",-227.91873564,2.41898243,-0.00624457,556.1492,0.1232,9.4315,-0.0162,0.0161,566.735,"gaussian","gauss","gaussian",-10.5858000000001,2,"1984_Williston_REC","2","all_exactloc"
1987,"Williston_REC","Williston_REC","ND",48.139,-103.7383,25,9,0.0285,"FALSE",-109.9147239,1.132849,-0.00273658,323.4687,0.0043,7.806,-0.0024,0.7564,322.0844,"linear","gauss","gaussian",1.3843,2,"1987_Williston_REC","2","all_exactloc"
1989,"Williston_REC","Williston_REC","ND",48.139,-103.7383,20,11,0.1663,"FALSE",-233.85916886,2.27209664,-0.00537589,247.1253,0.1355,-0.1698,0.0302,0.1227,245.8525,"linear","gauss","gaussian",1.27280000000002,2,"1989_Williston_REC","2","all_exactloc"
1992,"Williston_REC","Williston_REC","ND",48.139,-103.7383,16,11,0.489,"TRUE",8.98401276,-0.03313097,0.00012955,195.8045,0.4887,3.9558,0.0179,0.0027,193.8126,"linear","linear","gaussian",1.99189999999999,2,"1992_Williston_REC","3","all_exactloc"
1994,"Williston_REC","Williston_REC","ND",48.139,-103.7383,23,23,0.7538,"FALSE",-165.05528059,1.65306321,-0.00396471,289.1701,0.3883,2.2578,0.0237,0.0077,308.1034,"gaussian","gauss","gaussian",-18.9333,2,"1994_Williston_REC","3","all_exactloc"
1995,"Williston_REC","Williston_REC","ND",48.139,-103.7383,23,11,0.2173,"FALSE",-269.43165099,2.60865991,-0.00614648,300.4186,0.0252,5.9183,0.0066,0.4817,303.468,"gaussian","gauss","gaussian",-3.04939999999999,2,"1995_Williston_REC","3","all_exactloc"
1996,"Williston_REC","Williston_REC","ND",48.139,-103.7383,14,9,0.7484,"TRUE",150.14693687,-1.3169097,0.00303079,160.096,0.6967,13.2654,-0.0286,2e-04,160.717,"gaussian","linear","gaussian",-0.621000000000009,2,"1996_Williston_REC","3","all_exactloc"
2008,"Williston_REC","Williston_REC","ND",48.139,-103.7383,36,12,0.0279,"TRUE",111.12679808,-0.9777337,0.00229424,457.1911,0,6.9459,2e-04,0.9778,456.208,"linear","exclude","gaussian",0.983099999999979,2,"2008_Williston_REC","4","all_exactloc"
2012,"Wyndmere_USDA","Wyndmere_USDA","ND",46.4095,-97.114,53,14,0.0132,"FALSE",-20.18911393,0.25389386,-0.00056829,782.2863,0.0108,7.0927,0.0049,0.4602,780.4186,"linear","gauss","gaussian",1.86770000000001,2,"2012_Wyndmere_USDA","5","all_exactloc"
2009,"Yellow_Jacket_SCRC","Yellow_Jacket_SCRC","CO",37.5436,-108.7399,18,10,0.1204,"FALSE",-366.02886466,3.37326298,-0.00762479,240.5199,0.0068,8.1847,-0.0053,0.7524,240.7056,"gaussian","gauss","gaussian",-0.185699999999997,2,"2009_Yellow_Jacket_SCRC","4","all_exactloc"
2002,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,38,7,0.0339,"FALSE",-104.18456943,1.04081256,-0.00242217,540.3673,0.0305,4.7086,0.0136,0.298,538.4999,"linear","gauss","gaussian",1.86739999999998,2,"2002_Hettinger_REC","4","all_countyloc"
2003,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,45,9,0.0877,"FALSE",-327.27041907,3.10892469,-0.00721209,653.296,0.0124,6.3474,0.0064,0.4737,654.8647,"gaussian","gauss","gaussian",-1.56869999999992,2,"2003_Hettinger_REC","4","all_countyloc"
2005,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,66,11,0.0822,"FALSE",-307.142464,2.96897856,-0.0070296,848.0805,0.056,0.1803,0.0292,0.0602,847.9393,"linear","gauss","gaussian",0.141200000000026,2,"2005_Hettinger_REC","4","all_countyloc"
2009,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,41,10,0.0608,"FALSE",-507.87590176,4.51446573,-0.00988309,617.8101,0.006,5.8341,0.0078,0.642,618.1336,"gaussian","gauss","gaussian",-0.323499999999967,2,"2009_Hettinger_REC","4","all_countyloc"
2011,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,48,13,0.0096,"TRUE",50.98384913,-0.37477352,0.00080556,676.5426,0.0076,8.7952,-0.0061,0.5551,674.639,"linear","exclude","gaussian",1.90359999999998,2,"2011_Hettinger_REC","5","all_countyloc"
2013,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,33,8,0.1262,"FALSE",-351.42523862,3.34588052,-0.00779599,487.3379,0.101,0.809,0.0315,0.0783,486.2772,"linear","gauss","gaussian",1.0607,2,"2013_Hettinger_REC","5","all_countyloc"
2014,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,34,12,0.1228,"FALSE",-88.91987585,0.84551727,-0.00185629,491.9949,0.1202,-2.2372,0.0432,0.0473,490.095,"linear","gauss","gaussian",1.89989999999995,2,"2014_Hettinger_REC","5","all_countyloc"
2015,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,46,11,0.3717,"FALSE",-144.15032469,1.18596523,-0.002305,710.1954,0.3693,-8.7973,0.0688,0,708.3718,"linear","gauss","gaussian",1.82359999999994,2,"2015_Hettinger_REC","5","all_countyloc"
2016,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,33,11,0.3044,"FALSE",-204.22587712,1.97668395,-0.00460531,474.849,0.267,0.0745,0.0366,0.0036,474.5778,"linear","gauss","gaussian",0.271199999999965,2,"2016_Hettinger_REC","5","all_countyloc"
2017,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,40,19,0.2622,"FALSE",-144.14539023,1.34927111,-0.00299945,562.2958,0.1457,3.7273,0.0172,0.0214,566.1576,"gaussian","gauss","gaussian",-3.86180000000002,2,"2017_Hettinger_REC","5","all_countyloc"
2018,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,41,11,0.4569,"FALSE",-370.01394079,3.432342,-0.00778974,611.3933,0.3935,-3.2969,0.0519,0,613.9167,"gaussian","gauss","gaussian",-2.52340000000004,2,"2018_Hettinger_REC","5","all_countyloc"
2019,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,47,14,0.1052,"FALSE",-247.75548163,2.25145391,-0.00496167,687.7201,0.0326,4.8804,0.0121,0.2469,689.3881,"gaussian","gauss","gaussian",-1.66800000000001,2,"2019_Hettinger_REC","5","all_countyloc"
2020,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,44,12,0.3582,"FALSE",-391.68381957,3.83689579,-0.00921893,600.3257,0.1479,2.463,0.0243,0.0169,610.7968,"gaussian","gauss","gaussian",-10.4711,2,"2020_Hettinger_REC","6","all_countyloc"
2021,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,53,11,0.7021,"FALSE",-780.60956452,7.26057635,-0.01670891,763.6681,0.4918,-5.475,0.0626,0,789.9809,"gaussian","gauss","gaussian",-26.3128,2,"2021_Hettinger_REC","6","all_countyloc"
2022,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,29,10,0.4573,"FALSE",-214.53546952,1.9790132,-0.00440024,415.5324,0.4301,-2.8406,0.0486,3e-04,414.9497,"linear","gauss","gaussian",0.582699999999988,2,"2022_Hettinger_REC","6","all_countyloc"
1986,"Hettinger_REC","Adams_ND","ND",46.0033,-102.6444,30,8,0.0708,"FALSE",-522.96568438,5.18980487,-0.01269032,441.8143,0,7.4666,6e-04,0.9724,442.0153,"gaussian","gauss","gaussian",-0.201000000000022,2,"1986_Hettinger_REC","2","all_countyloc"
2014,"Alliance-Hemingford_1","Box Butte_NE","NE",42.2141,-102.9801,11,11,0.0804,"FALSE",-144.41624769,1.34624667,-0.00299053,145.4972,0.0045,6.5999,0.002,0.8464,144.369,"linear","gauss","gaussian",1.12819999999999,2,"2014_Alliance-Hemingford_1","5","all_countyloc"
2016,"Alliance-Hemingford_2","Box Butte_NE","NE",42.2141,-102.9801,15,10,0.0674,"TRUE",111.59903021,-0.93744294,0.00209645,170.0644,1e-04,6.8724,-2e-04,0.9688,169.1096,"linear","exclude","gaussian",0.954800000000006,2,"2016_Alliance-Hemingford_2","5","all_countyloc"
1982,"Brookings","Brookings_SD","SD",44.3693,-96.7878,58,12,0.1196,"FALSE",-214.88021336,1.98552852,-0.00442948,756.4294,0.0162,8.9632,-0.006,0.3562,760.8673,"gaussian","gauss","gaussian",-4.43790000000001,2,"1982_Brookings","2","all_countyloc"
1983,"Brookings","Brookings_SD","SD",44.3693,-96.7878,49,6,0.1097,"FALSE",-970.69938544,8.94117968,-0.02044876,673.102,0.0961,22.8265,-0.0737,0.0378,671.8444,"linear","gauss","gaussian",1.25760000000002,2,"1983_Brookings","2","all_countyloc"
1984,"Brookings","Brookings_SD","SD",44.3693,-96.7878,46,14,0.0301,"FALSE",-238.21777854,2.03681246,-0.00423205,631.0603,0.0028,8.2193,-0.0057,0.736,630.3358,"linear","gauss","gaussian",0.724500000000035,2,"1984_Brookings","2","all_countyloc"
1985,"Brookings","Brookings_SD","SD",44.3693,-96.7878,42,11,0.0858,"TRUE",87.30852596,-0.65331805,0.00133358,542.9256,0.0763,10.4661,-0.0131,0.0747,541.3616,"linear","exclude","gaussian",1.56400000000008,2,"1985_Brookings","2","all_countyloc"
1986,"Brookings","Brookings_SD","SD",44.3693,-96.7878,35,13,0.3064,"FALSE",-404.0555972,3.49093231,-0.00741487,472.5467,0.2575,20.0419,-0.0559,0.0052,472.9288,"gaussian","gauss","gaussian",-0.382100000000037,2,"1986_Brookings","2","all_countyloc"
