"Year","named_location","group","State","lat","lon","n_site_yr","spread_flower_site_yr","pseudoR2_gau","badfit_gau","beta0_gau","beta1_gau","beta2_gau","AIC_gau","R2_lm","beta0_lm","beta1_lm","beta1_lm_sig","AIC_lm","preferred_mod","mod_for_cens","higher_R2","AIC_delta","n_predictors","site_yr","decade","subset"
1988,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,25,17,0.644,"TRUE",19.03326559,-0.16455331,0.000478,339.5157,0.6431,-9.0743,0.0673,0,337.5787,"linear","linear","gaussian",1.93699999999995,2,"1988_Belleville_NCKEF","2","all_countyloc"
1989,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,31,9,0.1927,"TRUE",102.21229273,-0.80890465,0.00172113,435.3346,0.191,-2.0665,0.0384,0.0111,433.3993,"linear","linear","gaussian",1.93530000000004,2,"1989_Belleville_NCKEF","2","all_countyloc"
1991,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,11,10,0.2239,"TRUE",844.93349301,-7.23894172,0.01562072,150.3534,0.0866,-1.8705,0.0356,0.3362,150.1454,"linear","exclude","gaussian",0.207999999999998,2,"1991_Belleville_NCKEF","3","all_countyloc"
1995,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,19,7,0.0902,"FALSE",-403.57468415,3.71748868,-0.00840346,258.4799,0.0027,6.8242,0.0032,0.8359,258.2241,"linear","gauss","gaussian",0.255799999999965,2,"1995_Belleville_NCKEF","3","all_countyloc"
1996,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,38,9,0.1617,"FALSE",-649.52952482,5.951513,-0.01347288,556.9971,0.0073,6.0773,0.0072,0.6241,561.4232,"gaussian","gauss","gaussian",-4.42609999999991,2,"1996_Belleville_NCKEF","3","all_countyloc"
1998,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,24,5,0.0074,"TRUE",72.6747256,-0.59132914,0.00134345,342.0045,0.0071,9.3679,-0.0081,0.6953,340.0118,"linear","exclude","gaussian",1.99270000000001,2,"1998_Belleville_NCKEF","3","all_countyloc"
1999,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,23,9,0.0059,"TRUE",71.10786523,-0.5805594,0.00133323,336.2872,0.002,8.346,-0.002,0.8394,334.3768,"linear","exclude","gaussian",1.91039999999998,2,"1999_Belleville_NCKEF","3","all_countyloc"
2000,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,22,6,0.1801,"TRUE",1319.03646553,-12.14049492,0.02809131,316.7065,0.0229,3.6965,0.0171,0.4891,318.5657,"gaussian","exclude","gaussian",-1.85919999999999,2,"2000_Belleville_NCKEF","4","all_countyloc"
2001,"Belleville_NCKEF","Republic_KS","KS",39.832,-97.8432,29,6,0.0919,"FALSE",-1013.20456216,9.47701367,-0.02201325,383.6423,0.0374,2.0256,0.0219,0.3225,383.3325,"linear","gauss","gaussian",0.309799999999996,2,"2001_Belleville_NCKEF","4","all_countyloc"
2012,"Wyndmere_USDA","Richland_ND","ND",46.4095,-97.114,53,14,0.0132,"FALSE",-20.18911393,0.25389386,-0.00056829,782.2863,0.0108,7.0927,0.0049,0.4602,780.4186,"linear","gauss","gaussian",1.86770000000001,2,"2012_Wyndmere_USDA","5","all_countyloc"
2014,"Galchutt_1","Richland_ND","ND",46.3875,-96.8095,35,10,0.0322,"FALSE",-81.84256158,0.82680056,-0.00190048,511.8257,0.0205,6.5065,0.0072,0.4141,510.2444,"linear","gauss","gaussian",1.5813,2,"2014_Galchutt_1","5","all_countyloc"
2015,"Galchutt_1","Richland_ND","ND",46.3875,-96.8095,41,12,0.0994,"FALSE",-193.05478454,1.90568727,-0.00451577,612.785,0.0551,4.6487,0.0159,0.1527,612.756,"linear","gauss","gaussian",0.0289999999999964,2,"2015_Galchutt_1","5","all_countyloc"
2016,"Galchutt_1","Richland_ND","ND",46.3875,-96.8095,33,14,0.3201,"FALSE",-85.4302156,0.85482596,-0.0019495,503.3803,0.3063,0.4748,0.0363,0.0014,502.0444,"linear","gauss","gaussian",1.33589999999998,2,"2016_Galchutt_1","5","all_countyloc"
2003,"Goodland_NorthernSun","Sherman_KS","KS",39.342,-101.821,22,6,0.3197,"FALSE",-1447.60410874,13.19939199,-0.02996331,248.8404,0.1559,-3.399,0.0426,0.0805,251.5871,"gaussian","gauss","gaussian",-2.7467,2,"2003_Goodland_NorthernSun","4","all_countyloc"
2005,"Goodland_NorthernSun","Sherman_KS","KS",39.342,-101.821,15,8,0.0318,"FALSE",-263.44579586,2.44131212,-0.00550089,213.3019,0.0111,9.1785,-0.008,0.7106,211.6194,"linear","gauss","gaussian",1.68249999999998,2,"2005_Goodland_NorthernSun","4","all_countyloc"
2001,"Goodland_NorthernSun","Sherman_KS","KS",39.342,-101.821,28,6,0.0334,"FALSE",-313.02776006,2.94150802,-0.00675845,378.235,0.0253,10.8017,-0.0173,0.4221,376.4691,"linear","gauss","gaussian",1.76589999999999,2,"2001_Goodland_NorthernSun","4","all_countyloc"
1987,"Redfield_6","Spink_SD","SD",44.8758,-98.5187,46,9,0.1697,"FALSE",-216.58964345,2.10060847,-0.00492439,669.9256,0.1628,-3.365,0.0511,0.008,668.3044,"linear","gauss","gaussian",1.62120000000004,2,"1987_Redfield_6","2","all_countyloc"
1993,"Turton_Rahn_1","Spink_SD","SD",45.0497,-98.0956,65,15,0.4344,"FALSE",-65.87929641,0.61923853,-0.00130195,892.7593,0.4287,-3.3226,0.0484,0,891.4091,"linear","gauss","gaussian",1.35020000000009,2,"1993_Turton_Rahn_1","3","all_countyloc"
1994,"Turton_Rahn_2","Spink_SD","SD",45.0497,-98.0956,65,10,0.0391,"FALSE",-139.97138979,1.39220464,-0.00329993,885.3438,0.0346,2.16,0.0224,0.148,883.6504,"linear","gauss","gaussian",1.6934,2,"1994_Turton_Rahn_2","3","all_countyloc"
1995,"Turton_2","Spink_SD","SD",45.0497,-98.0956,81,12,0.2373,"FALSE",-27.9620814,0.28149818,-0.00054785,1122.222,0.237,-2.242,0.0441,0,1120.2574,"linear","gauss","gaussian",1.96460000000002,2,"1995_Turton_2","3","all_countyloc"
1996,"Conde_1","Spink_SD","SD",45.1572,-98.0976,78,11,0.0395,"FALSE",-305.24351777,2.85050609,-0.00649269,1123.8994,0.0023,6.6534,0.0043,0.6824,1124.8614,"gaussian","gauss","gaussian",-0.961999999999989,2,"1996_Conde_1","3","all_countyloc"
2000,"Frankfort_1","Spink_SD","SD",44.8766,-98.3054,67,8,0.1264,"FALSE",-443.8513616,4.28600589,-0.01017319,965.6012,0.0953,1.1813,0.0303,0.0128,965.9446,"gaussian","gauss","gaussian",-0.343400000000088,2,"2000_Frankfort_1","4","all_countyloc"
1978,"Morris_WCROC","Stevens_MN","MN",45.5935,-95.874,48,13,0.1099,"TRUE",38.83156463,-0.2737421,0.00060012,607.9329,0.1017,9.43,-0.0081,0.028,606.3753,"linear","linear","gaussian",1.55759999999998,2,"1978_Morris_WCROC","1","all_countyloc"
2009,"Onida_7","Sully_SD","SD",44.7056,-100.0655,56,11,0.3518,"FALSE",-204.79788051,1.87676333,-0.0041438,729.6333,0.2641,12.4553,-0.021,1e-04,734.7401,"gaussian","gauss","gaussian",-5.10680000000002,2,"2009_Onida_7","4","all_countyloc"
2012,"Onida_10","Sully_SD","SD",44.7056,-100.0655,59,10,0.0059,"FALSE",-42.90288885,0.45047385,-0.00100328,830.9664,0.0043,6.6267,0.0046,0.6253,829.0655,"linear","gauss","gaussian",1.90089999999998,2,"2012_Onida_10","5","all_countyloc"
2013,"Onida_11","Sully_SD","SD",44.7056,-100.0655,51,9,0.0171,"FALSE",-189.32551077,1.70961652,-0.00371336,744.0243,0.0096,5.265,0.0095,0.4984,742.4134,"linear","gauss","gaussian",1.61090000000002,2,"2013_Onida_11","5","all_countyloc"
2015,"Onida_13","Sully_SD","SD",44.7056,-100.0655,50,31,0.0513,"FALSE",-6.60792686,0.13522384,-0.00032336,677.687,0.017,8.0281,-0.0025,0.3682,677.4608,"linear","gauss","gaussian",0.226200000000063,2,"2015_Onida_13","5","all_countyloc"
1992,"Onida_3","Sully_SD","SD",44.7056,-100.0655,36,12,0.1148,"TRUE",145.8865201,-1.17531981,0.00248359,467.6617,0.0992,11.7416,-0.0209,0.0553,466.2887,"linear","exclude","gaussian",1.37299999999999,2,"1992_Onida_3","3","all_countyloc"
2001,"Onida_18","Sully_SD","SD",44.7056,-100.0655,49,8,0.0961,"FALSE",-248.65087756,2.32679673,-0.00527683,679.6358,0.0373,5.905,0.0087,0.1898,680.7226,"gaussian","gauss","gaussian",-1.08680000000004,2,"2001_Onida_18","4","all_countyloc"
2003,"Onida_4","Sully_SD","SD",44.7056,-100.0655,54,10,0.0128,"TRUE",73.52753569,-0.59058295,0.00131971,726.1084,0.0094,6.2796,0.0053,0.485,724.2975,"linear","exclude","gaussian",1.81089999999995,2,"2003_Onida_4","4","all_countyloc"
2004,"Onida_Huse_1","Sully_SD","SD",44.7056,-100.0655,60,12,0.1129,"TRUE",348.47258633,-2.98712269,0.00654062,859.3626,0.0381,4.1129,0.0146,0.1244,862.2182,"gaussian","exclude","gaussian",-2.85559999999998,2,"2004_Onida_Huse_1","4","all_countyloc"
2005,"Onida_Huse_2","Sully_SD","SD",44.7056,-100.0655,80,10,0.0887,"FALSE",-31.62166618,0.33575443,-0.00071868,1069.4419,0.0878,3.6963,0.0171,0.0075,1067.5151,"linear","gauss","gaussian",1.92679999999996,2,"2005_Onida_Huse_2","4","all_countyloc"
2014,"Onida_12","Sully_SD","SD",44.7056,-100.0655,52,11,0.0705,"FALSE",-95.75114208,0.91330631,-0.00201292,752.609,0.0614,4.4563,0.015,0.0788,751.1147,"linear","gauss","gaussian",1.49430000000007,2,"2014_Onida_12","5","all_countyloc"
2008,"Onida_6","Sully_SD","SD",44.7056,-100.0655,63,11,0.122,"FALSE",-241.69949279,2.1734806,-0.00473917,859.1529,0.0806,3.6461,0.0168,0.0263,860.0557,"gaussian","gauss","gaussian",-0.902799999999957,2,"2008_Onida_6","4","all_countyloc"
1987,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,36,9,0.0052,"TRUE",57.42833693,-0.43865886,0.00096735,508.7118,0.0035,8.4576,-0.0033,0.7315,506.7737,"linear","exclude","gaussian",1.93809999999996,2,"1987_Colby_NREC","2","all_countyloc"
1988,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,34,9,0.1075,"FALSE",-145.44286238,1.34961486,-0.00297192,443.8433,0.0567,5.9587,0.008,0.178,443.7229,"linear","gauss","gaussian",0.120400000000018,2,"1988_Colby_NREC","2","all_countyloc"
1989,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,34,8,0.1477,"FALSE",-303.26783789,2.54623686,-0.0052151,424.1074,0.0695,4.9422,0.0105,0.1321,425.0894,"gaussian","gauss","gaussian",-0.982000000000028,2,"1989_Colby_NREC","2","all_countyloc"
1991,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,45,10,0.128,"FALSE",-54.33862819,0.59439259,-0.00142623,605.0668,0.1206,11.2823,-0.0175,0.0212,603.4489,"linear","gauss","gaussian",1.61789999999996,2,"1991_Colby_NREC","3","all_countyloc"
1992,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,54,11,0.0043,"FALSE",-2.96221924,0.09712072,-0.00021671,731.6109,0.0039,8.3829,-0.0021,0.6562,729.6373,"linear","gauss","gaussian",1.97360000000003,2,"1992_Colby_NREC","3","all_countyloc"
1993,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,55,11,0.1082,"TRUE",140.14231407,-1.22605704,0.00283679,782.4569,0.0852,4.0019,0.0169,0.0281,781.8549,"linear","linear","gaussian",0.601999999999975,2,"1993_Colby_NREC","3","all_countyloc"
1994,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,49,12,0.0263,"TRUE",32.80053967,-0.23970698,0.000576,681.012,0.0243,6.3712,0.0071,0.2808,679.1109,"linear","exclude","gaussian",1.90109999999993,2,"1994_Colby_NREC","3","all_countyloc"
1995,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,50,8,0.0185,"TRUE",309.4610895,-2.71527211,0.00610111,726.0124,0.0061,5.0461,0.0104,0.583,724.6358,"linear","exclude","gaussian",1.37659999999994,2,"1995_Colby_NREC","3","all_countyloc"
1996,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,61,10,0.2114,"FALSE",-157.43059064,1.49356027,-0.00337928,837.0954,0.1946,0.9589,0.0303,4e-04,836.3817,"linear","gauss","gaussian",0.713700000000017,2,"1996_Colby_NREC","3","all_countyloc"
1998,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,40,8,7e-04,"FALSE",-10.84831375,0.16872035,-0.0003781,584.471,6e-04,7.5652,0.0018,0.8803,582.4751,"linear","gauss","gaussian",1.99590000000001,2,"1998_Colby_NREC","3","all_countyloc"
2003,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,24,7,0.1874,"FALSE",-157.81812521,1.53354435,-0.00359839,256.8519,0.1848,16.3886,-0.05,0.0323,254.9283,"linear","gauss","gaussian",1.92359999999999,2,"2003_Colby_NREC","4","all_countyloc"
2005,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,33,7,0.0476,"FALSE",-153.01529236,1.43709093,-0.00321713,445.1811,0.0421,4.1177,0.0151,0.254,443.3719,"linear","gauss","gaussian",1.80920000000003,2,"2005_Colby_NREC","4","all_countyloc"
2006,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,35,5,0.1286,"FALSE",-1770.75443673,16.47407878,-0.03815883,463.7899,0.0032,5.836,0.0066,0.7503,466.4941,"gaussian","gauss","gaussian",-2.70420000000001,2,"2006_Colby_NREC","4","all_countyloc"
2007,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,39,7,0.2225,"TRUE",1230.7693746,-11.38896698,0.02648931,516.5525,0.1582,-8.8602,0.072,0.0098,517.6525,"gaussian","linear","gaussian",-1.10000000000002,2,"2007_Colby_NREC","4","all_countyloc"
2009,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,31,5,1e-04,"TRUE",46.59146549,-0.34319495,0.0007588,444.5678,0,7.805,-1e-04,0.9965,442.571,"linear","exclude","gaussian",1.99679999999995,2,"2009_Colby_NREC","4","all_countyloc"
1999,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,41,7,0.153,"FALSE",-865.80448207,7.5977877,-0.01651743,574.529,0.0167,5.9168,0.0085,0.4305,578.6482,"gaussian","gauss","gaussian",-4.11919999999998,2,"1999_Colby_NREC","3","all_countyloc"
2000,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,36,6,0.1547,"FALSE",-75.76009762,0.80510565,-0.00193901,499.9732,0.1545,24.2896,-0.0758,0.0175,497.9835,"linear","gauss","gaussian",1.98970000000003,2,"2000_Colby_NREC","4","all_countyloc"
2001,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,31,6,0.3795,"FALSE",-1093.71094215,10.19677364,-0.02360679,415.3002,0.2949,-4.8454,0.0566,0.0021,417.2623,"gaussian","gauss","gaussian",-1.96209999999996,2,"2001_Colby_NREC","4","all_countyloc"
2002,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,29,8,0.2777,"FALSE",-559.18175433,5.06275441,-0.01131227,403.8289,0.2492,-8.4709,0.0707,0.007,402.9526,"linear","gauss","gaussian",0.876299999999958,2,"2002_Colby_NREC","4","all_countyloc"
2004,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,20,9,0.045,"FALSE",-189.00372134,1.70819752,-0.00371543,263.465,0.0021,6.8377,0.0021,0.8493,262.3439,"linear","gauss","gaussian",1.12109999999996,2,"2004_Colby_NREC","4","all_countyloc"
2008,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,49,9,0.0752,"FALSE",-301.0109309,2.78249638,-0.0062621,705.8868,0.0139,6.56,0.0068,0.4294,707.0348,"gaussian","gauss","gaussian",-1.14800000000002,2,"2008_Colby_NREC","4","all_countyloc"
2010,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,31,20,0.0613,"FALSE",-34.68412436,0.40600724,-0.00096726,446.6493,0.0181,8.8208,-0.0044,0.4715,446.0425,"linear","gauss","gaussian",0.606799999999964,2,"2010_Colby_NREC","5","all_countyloc"
2012,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,28,6,0.0194,"FALSE",-527.20602867,4.79993496,-0.01077805,405.1331,0.0095,11.3626,-0.0187,0.6283,403.4143,"linear","gauss","gaussian",1.71879999999999,2,"2012_Colby_NREC","5","all_countyloc"
2013,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,33,6,0.2472,"FALSE",-3831.75217411,34.74303383,-0.07863598,392.0967,0.0419,15.5953,-0.045,0.2839,398.054,"gaussian","gauss","gaussian",-5.95729999999998,2,"2013_Colby_NREC","5","all_countyloc"
2014,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,14,6,0.1489,"FALSE",-1622.24868796,14.40874763,-0.03185329,200.0675,0.0277,2.2054,0.0217,0.5859,199.9304,"linear","gauss","gaussian",0.137100000000004,2,"2014_Colby_NREC","5","all_countyloc"
2015,"Colby_NREC","Thomas_KS","KS",39.3933,-101.0636,12,6,0.4876,"TRUE",1862.57219541,-17.00424633,0.03895371,170.567,0.3821,-20.1133,0.1236,0.0266,170.8152,"gaussian","linear","gaussian",-0.248199999999997,2,"2015_Colby_NREC","5","all_countyloc"
2001,"Selby_6","Walworth_SD","SD",45.5064,-100.0321,47,7,0.1392,"TRUE",489.61423212,-4.37203421,0.00992261,678.8457,0.0899,3.1897,0.022,0.0377,679.4645,"gaussian","linear","gaussian",-0.618800000000078,2,"2001_Selby_6","4","all_countyloc"
2003,"Selby_8","Walworth_SD","SD",45.5064,-100.0321,52,10,0.049,"FALSE",-494.81789957,4.47426564,-0.00996654,758.893,0.0051,8.9108,-0.0072,0.621,759.2393,"gaussian","gauss","gaussian",-0.346299999999928,2,"2003_Selby_8","4","all_countyloc"
1997,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,89,12,0.0465,"FALSE",-197.91925416,1.94274648,-0.0045957,1240.1692,0.0235,10.3501,-0.014,0.1614,1240.2892,"gaussian","gauss","gaussian",-0.119999999999891,2,"1997_Minot_REC","3","all_countyloc"
1998,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,98,12,0.0232,"FALSE",-137.05085634,1.3436407,-0.00311497,1451.0198,0.0092,6.3457,0.0069,0.3523,1450.4123,"linear","gauss","gaussian",0.607500000000073,2,"1998_Minot_REC","3","all_countyloc"
2000,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,71,10,0.0376,"TRUE",43.43362304,-0.31131511,0.00067987,1004.6078,0.0367,10.0196,-0.0099,0.1093,1002.6739,"linear","exclude","gaussian",1.93389999999999,2,"2000_Minot_REC","4","all_countyloc"
2001,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,86,19,0.0035,"TRUE",21.56637062,-0.12685906,0.00029027,1192.6176,5e-04,7.6122,5e-04,0.8398,1190.8794,"linear","exclude","gaussian",1.73820000000001,2,"2001_Minot_REC","4","all_countyloc"
2002,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,84,9,0.026,"TRUE",57.09130472,-0.47340203,0.00112895,1163.4819,0.0248,5.3296,0.0101,0.1488,1161.5843,"linear","exclude","gaussian",1.89760000000001,2,"2002_Minot_REC","4","all_countyloc"
2003,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,65,10,0.1337,"FALSE",-97.98814901,0.93500359,-0.00207023,868.4517,0.1231,3.5602,0.018,0.0043,867.2441,"linear","gauss","gaussian",1.20759999999996,2,"2003_Minot_REC","4","all_countyloc"
2004,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,72,11,0.0486,"FALSE",-230.84903751,2.07291966,-0.00450381,1034.7546,0.0084,8.9169,-0.0055,0.4511,1035.7302,"gaussian","gauss","gaussian",-0.975599999999986,2,"2004_Minot_REC","4","all_countyloc"
2005,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,94,17,0.0036,"FALSE",-23.4779601,0.26580387,-0.00056898,1481.0612,0.0033,5.9953,0.0068,0.5857,1479.0917,"linear","gauss","gaussian",1.96950000000015,2,"2005_Minot_REC","4","all_countyloc"
2009,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,57,10,0.124,"FALSE",-540.1552295,4.86297654,-0.01079337,811.3568,0.0223,4.7591,0.0125,0.2864,815.6149,"gaussian","gauss","gaussian",-4.25810000000001,2,"2009_Minot_REC","4","all_countyloc"
2011,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,60,13,0.0169,"FALSE",-242.0761542,2.34096471,-0.0054918,909.2269,1e-04,7.0715,0.0014,0.9395,908.2432,"linear","gauss","gaussian",0.983699999999999,2,"2011_Minot_REC","5","all_countyloc"
2012,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,50,10,0.1045,"FALSE",-579.60417404,5.49451906,-0.01284697,769.3856,0.027,3.8022,0.0189,0.2857,771.5331,"gaussian","gauss","gaussian",-2.14750000000004,2,"2012_Minot_REC","5","all_countyloc"
2013,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,39,9,0.0032,"TRUE",89.12044486,-0.71099,0.00155306,572.5247,2e-04,7.9737,-0.001,0.9383,570.6436,"linear","exclude","gaussian",1.88110000000006,2,"2013_Minot_REC","5","all_countyloc"
2014,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,47,10,0.2479,"FALSE",-46.57588109,0.46156473,-0.00097772,660.8245,0.246,1.3116,0.0288,4e-04,658.9424,"linear","gauss","gaussian",1.88209999999992,2,"2014_Minot_REC","5","all_countyloc"
2016,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,22,12,0.4403,"FALSE",-471.68780151,4.27807139,-0.00953787,320.5525,0.1285,3.8403,0.0184,0.1254,328.2943,"gaussian","gauss","gaussian",-7.74180000000001,2,"2016_Minot_REC","5","all_countyloc"
2017,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,44,12,0.1105,"FALSE",-280.35835429,2.81938635,-0.00689382,674.8063,0.0406,4.7428,0.0153,0.2046,676.1354,"gaussian","gauss","gaussian",-1.32910000000004,2,"2017_Minot_REC","5","all_countyloc"
2018,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,35,14,0.2214,"FALSE",-261.79263764,2.52200675,-0.00589855,519.2839,0.1289,2.8983,0.0228,0.0445,521.2107,"gaussian","gauss","gaussian",-1.92679999999996,2,"2018_Minot_REC","5","all_countyloc"
2019,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,28,9,0.1743,"FALSE",-556.05525677,5.38287528,-0.01285122,411.299,0.0134,9.4246,-0.009,0.5738,414.2834,"gaussian","gauss","gaussian",-2.98439999999999,2,"2019_Minot_REC","5","all_countyloc"
2020,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,38,13,0.153,"FALSE",-292.32837455,2.75345697,-0.00632148,561.6751,0.0826,2.5734,0.0225,0.1006,562.7088,"gaussian","gauss","gaussian",-1.03369999999995,2,"2020_Minot_REC","6","all_countyloc"
2022,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,35,14,0.3228,"FALSE",-334.26911866,3.14631395,-0.00723556,527.4819,0.2374,-1.3256,0.0419,0.0075,529.6397,"gaussian","gauss","gaussian",-2.15779999999995,2,"2022_Minot_REC","6","all_countyloc"
2007,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,75,9,0.1009,"FALSE",-410.58093612,3.80897881,-0.0086751,1036.3122,0.0075,6.1621,0.0061,0.4738,1041.7278,"gaussian","gauss","gaussian",-5.41559999999981,2,"2007_Minot_REC","4","all_countyloc"
2008,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,77,13,0.105,"FALSE",-220.66833825,2.03780881,-0.0045441,1139.7065,0.0745,3.0008,0.0214,0.0186,1140.2852,"gaussian","gauss","gaussian",-0.578700000000026,2,"2008_Minot_REC","4","all_countyloc"
1978,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,26,12,0.0345,"FALSE",4.28630662,0.03688292,-0.00010375,345.6797,0.0344,8.7315,-0.0061,0.3667,343.6839,"linear","gauss","gaussian",1.99580000000003,2,"1978_Minot_REC","1","all_countyloc"
1979,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,32,10,0.2671,"FALSE",-349.62296867,3.35621938,-0.0078851,417.2539,0.0392,9.6806,-0.0103,0.3056,423.9194,"gaussian","gauss","gaussian",-6.66550000000001,2,"1979_Minot_REC","1","all_countyloc"
1981,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,40,9,0.0273,"TRUE",114.52879381,-1.03865613,0.00251758,509.2934,0,7.386,1e-04,0.9872,508.3983,"linear","exclude","gaussian",0.895100000000014,2,"1981_Minot_REC","2","all_countyloc"
1982,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,53,6,0.1322,"FALSE",-1408.14923719,12.95751083,-0.02965169,723.0011,0.0012,6.5762,0.0037,0.8145,728.4555,"gaussian","gauss","gaussian",-5.45440000000008,2,"1982_Minot_REC","2","all_countyloc"
1984,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,52,12,0.2962,"FALSE",-572.48130291,5.26647341,-0.01195848,726.913,1e-04,7.0965,9e-04,0.9403,743.17,"gaussian","gauss","gaussian",-16.2569999999999,2,"1984_Minot_REC","2","all_countyloc"
1985,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,40,16,0.478,"FALSE",3.86687248,0.06689339,-0.00022472,541.8652,0.4775,14.9493,-0.0329,0,539.8977,"linear","gauss","gaussian",1.96749999999997,2,"1985_Minot_REC","2","all_countyloc"
1986,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,41,23,0.1539,"FALSE",-34.87588231,0.39906165,-0.00092991,577.8935,0.1026,5.8578,0.0098,0.0447,578.3079,"gaussian","gauss","gaussian",-0.414400000000001,2,"1986_Minot_REC","2","all_countyloc"
1988,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,38,9,0.1776,"FALSE",-312.83953466,3.06330496,-0.00732529,537.6815,0.1529,-1.074,0.0408,0.0196,536.8042,"linear","gauss","gaussian",0.877299999999991,2,"1988_Minot_REC","2","all_countyloc"
1990,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,37,11,0.0204,"TRUE",79.60989387,-0.68101372,0.00159572,468.6592,0.0109,8.0765,-0.0053,0.5355,467.0171,"linear","exclude","gaussian",1.64209999999997,2,"1990_Minot_REC","3","all_countyloc"
1992,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,51,12,0.1125,"FALSE",-281.7282559,2.58259243,-0.00576641,700.3803,0.004,8.1552,-0.0034,0.6658,704.2574,"gaussian","gauss","gaussian",-3.87709999999993,2,"1992_Minot_REC","3","all_countyloc"
1995,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,82,11,0.031,"FALSE",-123.59101551,1.20866205,-0.00277149,1187.3045,8e-04,8.458,-0.0013,0.8069,1187.826,"gaussian","gauss","gaussian",-0.52150000000006,2,"1995_Minot_REC","3","all_countyloc"
1996,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,62,9,0.0143,"TRUE",59.15251705,-0.46486056,0.0010488,778.6509,0.0072,7.0724,0.0026,0.511,777.0987,"linear","exclude","gaussian",1.55219999999997,2,"1996_Minot_REC","3","all_countyloc"
2023,"Minot_REC","Ward_ND","ND",48.1821,-101.2973,32,10,0.2224,"FALSE",-1032.52087321,9.45364241,-0.02147414,491.5514,0.0348,3.8946,0.018,0.3326,496.4673,"gaussian","gauss","gaussian",-4.91590000000002,2,"2023_Minot_REC","6","all_countyloc"
